pk,symbol,name,sector,industry
423,AMBA,Ambarella Inc,Technology,Semiconductors
424,AMBC,Ambac Financial Group Inc,Finance,Property-Casualty Insurers
425,AMBO,Ambow Education Holding Ltd,Miscellaneous,Service to the Health Industry
426,AMBP,Ardagh Metal Packaging S,,
427,AMC,AMC Entertainment Holdings Inc,Consumer Services,Movies/Entertainment
428,AMCI,AMCI Acquisition Corp,,
429,AMCIU,AMCI Acquisition Corp,,
430,AMCIW,AMCI Acquisition Corp,,
431,AMCR,Amcor plc Ordinary Shares,Basic Industries,Containers/Packaging
432,AMCX,AMC Networks Inc,Consumer Services,Broadcasting
433,AMD,Advanced Micro Devices Inc,Technology,Semiconductors
434,AME,AMETEK Inc,Consumer Durables,Metal Fabrications
435,AMED,Amedisys Inc,Health Care,Medical/Nursing Services
436,AMEH,Apollo Medical Holdings Inc,Health Care,Managed Health Care
437,AMG,Affiliated Managers Group Inc,Finance,Investment Managers
438,AMGN,Amgen Inc,Health Care,Biotechnology: Pharmaceutical Preparations
439,AMH,American Homes 4 Rent Common Shares of Beneficial Interest,Consumer Services,Real Estate Investment Trusts
440,AMH^F,American Homes 4 Rent 5,,
441,AMH^G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,,
442,AMH^H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,,
443,AMK,AssetMark Financial Holdings Inc,Finance,Finance/Investors Services
444,AMKR,Amkor Technology Inc,Technology,Semiconductors
445,AMLX,Amylyx Pharmaceuticals Inc,Health Care,Biotechnology: Pharmaceutical Preparations
446,AMN,AMN Healthcare Services Inc AMN Healthcare Services Inc,Health Care,Assisted Living Services
447,AMNB,American National Bankshares Inc,Finance,Major Banks
448,AMOT,Allied Motion Technologies Inc,Capital Goods,Electrical Products
449,AMOV,America Movil S,Public Utilities,Telecommunications Equipment
451,AMPE,Ampio Pharmaceuticals Inc,Health Care,Biotechnology: Pharmaceutical Preparations
452,AMPG,Amplitech Group Inc,Capital Goods,Industrial Machinery/Components
453,AMPH,Amphastar Pharmaceuticals Inc,Health Care,Biotechnology: Pharmaceutical Preparations
454,AMPL,Amplitude Inc,Technology,EDP Services
455,AMPS,Altus Power Inc,,
456,AMPY,Amplify Energy Corp,Energy,Oil & Gas Production
457,AMR,Alpha Metallurgical Resources Inc,Energy,Coal Mining
458,AMRC,Ameresco Inc,Basic Industries,Water Sewer Pipeline Comm & Power Line Construction
459,AMRK,A-Mark Precious Metals Inc,Finance,Investment Bankers/Brokers/Service
460,AMRN,Amarin Corporation,Health Care,Biotechnology: Pharmaceutical Preparations
461,AMRS,Amyris Inc,Basic Industries,Industrial Specialties
462,AMRX,Amneal Pharmaceuticals Inc,Health Care,Biotechnology: Pharmaceutical Preparations
463,AMS,American Shared Hospital Services,Health Care,Medical Specialities
464,AMSC,American Superconductor Corporation,Capital Goods,Office Equipment/Supplies/Services
465,AMSF,AMERISAFE Inc,Finance,Accident &Health Insurance
466,AMST,Amesite Inc,Technology,Computer Software: Prepackaged Software
467,AMSWA,American Software Inc,Technology,Computer Software: Prepackaged Software
468,AMT,American Tower Corporation,Finance,Trusts Except Educational Religious and Charitable
469,AMTB,Amerant Bancorp Inc,Finance,Major Banks
470,AMTD,AMTD IDEA Group,Finance,Finance: Consumer Services
471,AMTI,Applied Molecular Transport Inc,Consumer Durables,Specialty Chemicals
472,AMTX,Aemetis Inc,Energy,Oilfield Services/Equipment
473,AMWD,American Woodmark Corporation,Consumer Durables,Building Products
474,AMWL,American Well Corporation,Technology,Retail: Computer Software & Peripheral Equipment
475,AMX,America Movil S,Public Utilities,Telecommunications Equipment
476,AMYT,Amryt Pharma plc,Health Care,Biotechnology: Pharmaceutical Preparations
477,AMZN,Amazon,Consumer Services,Catalog/Specialty Distribution
478,AN,AutoNation Inc,Consumer Services,Other Specialty Stores
479,ANAB,AnaptysBio Inc,Health Care,Biotechnology: Pharmaceutical Preparations
480,ANAC,Arctos NorthStar Acquisition Corp,Health Care,Biotechnology: Pharmaceutical Preparations
481,ANAT,American National Group Inc,Finance,Life Insurance
482,ANDE,Andersons Inc,Consumer Non-Durables,Tobacco
483,ANEB,Anebulo Pharmaceuticals Inc,Health Care,Biotechnology: Pharmaceutical Preparations
484,ANET,Arista Networks Inc,Technology,Computer peripheral equipment
485,ANF,Abercrombie & Fitch Company,Consumer Services,Clothing/Shoe/Accessory Stores
486,ANGH,Anghami Inc,Consumer Services,Movies/Entertainment
487,ANGHW,Anghami Inc,Consumer Services,Movies/Entertainment
488,ANGI,Angi Inc,Technology,EDP Services
489,ANGN,Angion Biomedica Corp,Health Care,Biotechnology: Pharmaceutical Preparations
490,ANGO,AngioDynamics Inc,Health Care,Medical/Dental Instruments
491,ANIK,Anika Therapeutics Inc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
492,ANIP,ANI Pharmaceuticals Inc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
493,ANIX,Anixa Biosciences Inc,Health Care,Biotechnology: Pharmaceutical Preparations
494,ANNX,Annexon Inc,Health Care,Biotechnology: Pharmaceutical Preparations
495,ANPC,AnPac Bio-Medical Science Co,Health Care,Medical Specialities
496,ANSS,ANSYS Inc,Technology,Computer Software: Prepackaged Software
497,ANTE,AirNet Technology Inc,Technology,Advertising
498,ANTM,Anthem Inc,Health Care,Medical Specialities
499,ANVS,Annovis Bio Inc,Consumer Durables,Specialty Chemicals
500,ANY,Sphere 3D Corp,,
501,ANZU,Anzu Special Acquisition Corp I Class A,,
502,ANZUU,Anzu Special Acquisition Corp I Units,,
503,ANZUW,Anzu Special Acquisition Corp I Warrant,,
504,AOD,Aberdeen Total Dynamic Dividend Fd,Finance,Investment Managers
505,AOGO,Arogo Capital Acquisition Corp,,
506,AOGOU,Arogo Capital Acquisition Corp,,
507,AOGOW,Arogo Capital Acquisition Corp,,
508,AOMR,Angel Oak Mortgage Inc,Consumer Services,Real Estate Investment Trusts
509,AON,Aon plc Class A Ordinary Shares (Ireland),Finance,Specialty Insurers
510,AORT,Artivion Inc,Health Care,Medical/Dental Instruments
511,AOS,A,Capital Goods,Industrial Machinery/Components
512,AOSL,Alpha and Omega Semiconductor Limited Common Shares,Technology,Semiconductors
513,AOUT,American Outdoor Brands Inc,,
514,AP,Ampco-Pittsburgh Corporation,Capital Goods,Metal Fabrications
515,APA,APA Corporation,Energy,Oil & Gas Production
516,APAC,StoneBridge Acquisition Corporation,,
517,APACU,StoneBridge Acquisition Corporation,,
518,APACW,StoneBridge Acquisition Corporation,,
519,APAM,Artisan Partners Asset Management Inc,Finance,Investment Managers
520,APCA,AP Acquisition Corp Class A Ordinary Shares,,
521,APCX,AppTech Payments Corp,Technology,EDP Services
522,APCXW,AppTech Payments Corp,Technology,EDP Services
523,APD,Air Products and Chemicals Inc,Basic Industries,Specialty Chemicals
524,APDN,Applied DNA Sciences Inc,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
525,APEI,American Public Education Inc,Miscellaneous,Other Consumer Services
526,APEN,Apollo Endosurgery Inc,Health Care,Industrial Specialties
527,APG,APi Group Corporation,Consumer Services,Military/Government/Technical
528,APGB,Apollo Strategic Growth Capital II Class A Ordinary Shares,Finance,Business Services
529,APH,Amphenol Corporation,Capital Goods,Electrical Products
530,API,Agora Inc,Technology,Computer Software: Prepackaged Software
531,APLE,Apple Hospitality REIT Inc,Consumer Services,Real Estate Investment Trusts
532,APLS,Apellis Pharmaceuticals Inc,Health Care,Biotechnology: Pharmaceutical Preparations
533,APLT,Applied Therapeutics Inc,Health Care,Biotechnology: Pharmaceutical Preparations
534,APM,Aptorum Group Limited Class A Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
535,APMI,AxonPrime Infrastructure Acquisition Corporation,,
536,APMIU,AxonPrime Infrastructure Acquisition Corporation,,
537,APN,Apeiron Capital Investment Corp,,
538,APO,Apollo Global Management Inc,Finance,Investment Managers
539,APOG,Apogee Enterprises Inc,,
540,APP,Applovin Corporation,Technology,EDP Services
541,APPF,AppFolio Inc,Technology,EDP Services
542,APPH,AppHarvest Inc,,Farming/Seeds/Milling
543,APPHW,AppHarvest Inc,,Farming/Seeds/Milling
544,APPN,Appian Corporation,Technology,EDP Services
545,APPS,Digital Turbine Inc,Technology,Computer Software: Prepackaged Software
546,APR,Apria Inc,Health Care,Medical/Dental Instruments
547,APRE,Aprea Therapeutics Inc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
548,APRN,Blue Apron Holdings Inc,Consumer Services,Catalog/Specialty Distribution
549,APSG,Apollo Strategic Growth Capital Class A Ordinary Shares,Finance,Business Services
550,APT,Alpha Pro Tech Ltd,,
551,APTM,Alpha Partners Technology Merger Corp,,
552,APTMU,Alpha Partners Technology Merger Corp,,
553,APTMW,Alpha Partners Technology Merger Corp,,
554,APTO,Aptose Biosciences Inc,,
555,APTS,Preferred Apartment Communities Inc,Consumer Services,Real Estate Investment Trusts
556,APTV,Aptiv PLC Ordinary Shares,Capital Goods,Auto Parts:O.E.M.
557,APTV^A,Aptiv PLC 5,,
558,APTX,Aptinyx Inc,Health Care,Biotechnology: Pharmaceutical Preparations
559,APVO,Aptevo Therapeutics Inc,Health Care,Biotechnology: Pharmaceutical Preparations
560,APWC,Asia Pacific Wire & Cable Corporation Ltd,Basic Industries,Telecommunications Equipment
561,APXI,APx Acquisition Corp,,
562,APXIU,APx Acquisition Corp,,
563,APYX,Apyx Medical Corporation,Health Care,Medical/Dental Instruments
564,AQB,AquaBounty Technologies Inc,,
565,AQMS,Aqua Metals Inc,Public Utilities,Environmental Services
566,AQN,Algonquin Power & Utilities Corp,Public Utilities,Electric Utilities: Central
567,AQNA,Algonquin Power & Utilities Corp,Public Utilities,Electric Utilities: Central
568,AQNB,Algonquin Power & Utilities Corp,Public Utilities,Electric Utilities: Central
569,AQNU,Algonquin Power & Utilities Corp,Public Utilities,Electric Utilities: Central
570,AQST,Aquestive Therapeutics Inc,Health Care,Biotechnology: Pharmaceutical Preparations
571,AQUA,Evoqua Water Technologies Corp,Capital Goods,Office Equipment/Supplies/Services
572,AR,Antero Resources Corporation,Energy,Oil & Gas Production
573,ARAV,Aravive Inc,Health Care,Biotechnology: Pharmaceutical Preparations
574,ARAY,Accuray Incorporated,Health Care,Medical/Dental Instruments
575,ARBE,Arbe Robotics Ltd,,
576,ARBEW,Arbe Robotics Ltd,,
577,ARBG,Aequi Acquisition Corp,,
578,ARBGU,Aequi Acquisition Corp,,
579,ARBK,Argo Blockchain plc,,
580,ARBKL,Argo Blockchain plc 8,,
581,ARC,ARC Document Solutions Inc,Miscellaneous,Business Services
582,ARCB,ArcBest Corporation,Transportation,Trucking Freight/Courier Services
583,ARCC,Ares Capital Corporation,Finance,Finance/Investors Services
584,ARCE,Arco Platform Limited Class A Common Shares,Miscellaneous,Service to the Health Industry
585,ARCH,Arch Resources Inc,Energy,Coal Mining
586,ARCK,Arbor Rapha Capital Bioholdings Corp,,
587,ARCKW,Arbor Rapha Capital Bioholdings Corp,,
588,ARCO,Arcos Dorados Holdings Inc,Consumer Services,Restaurants
589,ARCT,Arcturus Therapeutics Holdings Inc,Health Care,Biotechnology: Pharmaceutical Preparations
590,ARDC,Ares Dynamic Credit Allocation Fund Inc,Finance,Investment Managers
591,ARDS,Aridis Pharmaceuticals Inc,Health Care,Biotechnology: Pharmaceutical Preparations
592,ARDX,Ardelyx Inc,Health Care,Biotechnology: Pharmaceutical Preparations
593,ARE,Alexandria Real Estate Equities Inc,Consumer Services,Real Estate Investment Trusts
594,AREB,American Rebel Holdings Inc,Consumer Durables,Apparel
595,AREC,American Resources Corporation,,
596,AREN,The Arena Group Holdings Inc,,
597,ARES,Ares Management Corporation,Finance,Investment Managers
598,ARGD,Argo Group International Holdings Ltd,Finance,Specialty Insurers
599,ARGO,Argo Group International Holdings Ltd,Finance,Specialty Insurers
600,ARGO^A,Argo Group International Holdings Ltd,,
601,ARGU,Argus Capital Corp,,
603,ARGX,argenx SE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
604,ARHS,Arhaus Inc,Consumer Durables,Wholesale Distributors
605,ARI,Apollo Commercial Real Estate Finance Inc,Consumer Services,Real Estate Investment Trusts
606,ARIS,Aris Water Solutions Inc,Public Utilities,Water Supply
607,ARIZ,Arisz Acquisition Corp,,
608,ARIZW,Arisz Acquisition Corp,,
609,ARKO,ARKO Corp,Consumer Services,Food Chains
610,ARKOW,ARKO Corp,Consumer Services,Food Chains
611,ARKR,Ark Restaurants Corp,Consumer Services,Restaurants
612,ARL,American Realty Investors Inc,Consumer Services,Building operators
613,ARLO,Arlo Technologies Inc,Miscellaneous,Diversified Manufacture
614,ARLP,Alliance Resource Partners L,Energy,Coal Mining
615,ARMK,Aramark,,
616,ARMP,Armata Pharmaceuticals Inc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
617,ARNC,Arconic Corporation,Consumer Durables,Aerospace
618,AROC,Archrock Inc,Energy,Oil & Gas Production
619,AROW,Arrow Financial Corporation,Finance,Major Banks
620,ARQQ,Arqit Quantum Inc,,
621,ARQQW,Arqit Quantum Inc,,
622,ARQT,Arcutis Biotherapeutics Inc,Health Care,Biotechnology: Pharmaceutical Preparations
623,ARR,ARMOUR Residential REIT Inc,Consumer Services,Real Estate Investment Trusts
624,ARR^C,ARMOUR Residential REIT Inc,,
625,ARRWW,Arrowroot Acquisition Corp,,
626,ARRY,Array Technologies Inc,Technology,Semiconductors
627,ARTA,Artisan Acquisition Corp,Finance,Business Services
628,ARTAU,Artisan Acquisition Corp,,
629,ARTAW,Artisan Acquisition Corp,Finance,Business Services
630,ARTE,Artemis Strategic Investment Corporation,,
631,ARTEW,Artemis Strategic Investment Corporation,,
632,ARTL,Artelo Biosciences Inc,Health Care,Biotechnology: Pharmaceutical Preparations
633,ARTLW,Artelo Biosciences Inc,Health Care,Biotechnology: Pharmaceutical Preparations
634,ARTNA,Artesian Resources Corporation,Public Utilities,Water Supply
635,ARTW,Art's-Way Manufacturing Co,Capital Goods,Industrial Machinery/Components
636,ARVL,Arrival Ordinary Shares,Capital Goods,Auto Manufacturing
637,ARVN,Arvinas Inc,Health Care,Biotechnology: Pharmaceutical Preparations
638,ARW,Arrow Electronics Inc,Technology,Electronic Components
639,ARWR,Arrowhead Pharmaceuticals Inc,Health Care,Biotechnology: Pharmaceutical Preparations
640,ARYD,ARYA Sciences Acquisition Corp IV Class A Odinary Shares,Finance,Business Services
641,ARYE,ARYA Sciences Acquisition Corp V Class A Ordinary Shares,,
642,ASA,ASA  Gold and Precious Metals Limited,Basic Industries,Precious Metals
643,ASAI,Sendas Distribuidora S A ADS,Consumer Services,Food Chains
644,ASAN,Asana Inc,Technology,Retail: Computer Software & Peripheral Equipment
645,ASAQ,Atlantic Street Acquisition Corp Class A,,
646,ASAX,Astrea Acquisition Corp,,
647,ASAXU,Astrea Acquisition Corp,,
648,ASAXW,Astrea Acquisition Corp,,
649,ASB,Associated Banc-Corp,Finance,Major Banks
650,ASB^E,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of 5,,
651,ASB^F,Associated Banc-Corp Depositary Shares each representing a 1/40th interest in a share of Associated Banc-Corp 5,,
704,ATCO^H,Atlas Corp,,
652,ASC,Ardmore Shipping Corporation,Transportation,Marine Transportation
653,ASCA,A SPAC I Acquisition Corp,,
654,ASCAR,A SPAC I Acquisition Corp,,
655,ASCAU,A SPAC I Acquisition Corp,,
656,ASCAW,A SPAC I Acquisition Corp,,
657,ASG,Liberty All-Star Growth Fund Inc,Finance,Investment Managers
658,ASGI,Aberdeen Standard Global Infrastructure Income Fd,Finance,Investment Managers
659,ASGN,ASGN Incorporated,Technology,EDP Services
660,ASH,Ashland Global Holdings Inc,Basic Industries,Specialty Chemicals
661,ASIX,AdvanSix Inc,Basic Industries,Major Chemicals
662,ASLE,AerSale Corporation,Transportation,Aerospace
663,ASLN,ASLAN Pharmaceuticals Limited,Health Care,Biotechnology: Pharmaceutical Preparations
664,ASM,Avino Silver & Gold Mines Ltd,,
665,ASMB,Assembly Biosciences Inc,Health Care,Biotechnology: Pharmaceutical Preparations
666,ASML,ASML Holding N,Technology,Industrial Machinery/Components
667,ASND,Ascendis Pharma A/S,Health Care,Biotechnology: Pharmaceutical Preparations
668,ASO,Academy Sports and Outdoors Inc,Consumer Non-Durables,Recreational Products/Toys
669,ASPA,ABRI SPAC I INC,,
670,ASPAU,Abri SPAC I Inc,,
671,ASPAW,ABRI SPAC I INC,,
672,ASPC,Alpha Capital Acquisition Company One Class A Ordinary Share,Finance,Business Services
673,ASPCU,Alpha Capital Acquisition Company Unit,Finance,Business Services
674,ASPCW,Alpha Capital Acquisition Company Warrant,Finance,Business Services
675,ASPN,Aspen Aerogels Inc,Capital Goods,Wholesale Distributors
676,ASPS,Altisource Portfolio Solutions S,Finance,Finance: Consumer Services
677,ASPU,Aspen Group Inc,Miscellaneous,Other Consumer Services
678,ASR,Grupo Aeroportuario del Sureste S,Transportation,Aerospace
679,ASRT,Assertio Holdings Inc,Health Care,Biotechnology: Pharmaceutical Preparations
680,ASRV,AmeriServ Financial Inc,Finance,Major Banks
681,ASTC,Astrotech Corporation,Capital Goods,Aerospace
682,ASTE,Astec Industries Inc,Capital Goods,Construction/Ag Equipment/Trucks
683,ASTL,Algoma Steel Group Inc,,
684,ASTLW,Algoma Steel Group Inc,,
685,ASTR,Astra Space Inc,,
686,ASTS,AST SpaceMobile Inc,Consumer Services,Telecommunications Equipment
687,ASTSW,AST SpaceMobile Inc,Consumer Services,Telecommunications Equipment
688,ASUR,Asure Software Inc,Technology,EDP Services
689,ASX,ASE Technology Holding Co,Technology,Semiconductors
690,ASXC,Asensus Surgical Inc,Health Care,Medical/Dental Instruments
691,ASYS,Amtech Systems Inc,Technology,Semiconductors
692,ASZ,Austerlitz Acquisition Corporation,,
693,ATA,Americas Technology Acquisition Corp,Finance,Business Services
694,ATAI,ATAI Life Sciences N,,
695,ATAK,Aurora Technology Acquisition Corp,,
696,ATAKR,Aurora Technology Acquisition Corp,,
697,ATAKU,Aurora Technology Acquisition Corp,,
698,ATAKW,Aurora Technology Acquisition Corp,,
699,ATAQ,Altimar Acquisition Corp,,
